"[37E09B974885385684DF6FB9193D9AB4]::CA802D97407829EB7FDC03A5F4424DC6","Track the killer","Вистежте вбивцю","","","","","","","","","","","","","","","","","","",""
"[3896637D40955F293173A2B0C584F5CD]::BC5A91FF4DF282153C07D9A98B6C93FC","Tell Swansea about Razvan's blood","Tell Swansea about Razvan's blood","","","","","","","","","","","","","","","","","","",""
"[39F662C149A033ECB9B04A8A0A84633F]::1D25780F4543E56FD2909CA9CFA61CED","Dorothy Crane's Dispensary","Dorothy Crane's Dispensary","","","","","","","","","","","","","","","","","","",""
"[3A7B05204747450C51EAF594902776AA]::5FBF49074BE73BA23A90349849D51445","Steal the reports leading to the Pembroke Hospital","Steal the reports leading to the Pembroke Hospital","","","","","","","","","","","","","","","","","","",""
"[3A7B05204747450C51EAF594902776AA]::5076013049964A4BD15C43849EE9BDED","Determine what the Priwen agents have discovered","Determine what the Priwen agents have discovered","","","","","","","","","","","","","","","","","","",""
"[3A7B05204747450C51EAF594902776AA]::185DFB2144FA37FAD2A18594E5510501","Find the local command post of the Guard of Priwen","Find the local command post of the Guard of Priwen","","","","","","","","","","","","","","","","","","",""
"[3A7B05204747450C51EAF594902776AA]::EF22B259449659B53FAF2CB64FE0A38F","I have found a note where Thelma Howcroft fears she is being spied on by unknown people and that she should punish them as the mistress of the night"" she thinks she is. And now she is missing... Was Thelma referring to the Guard of Priwen? Did she foolishly attack the vampire hunters? I better try to find her and see if she is all right.""","I have found a note where Thelma Howcroft fears she is being spied on by unknown people and that she should punish them as the mistress of the night"" she thinks she is. And now she is missing... Was Thelma referring to the Guard of Priwen? Did she foolishly attack the vampire hunters? I better try to find her and see if she is all right.""","","","","","","","","","","","","","","","","","","",""
"[3A7B05204747450C51EAF594902776AA]::B3F7F4B648A84E666E022993E8D6E352","Reassure Thelma Howcroft about the spies","Reassure Thelma Howcroft about the spies","","","","","","","","","","","","","","","","","","",""
"[3AB990EC4C4335311CD982AE0B5F9189]::379B828B40FB96B99CF872AE51EEAEA6","A simple key probably used to unlock a padlock or a similar lock","A simple key probably used to unlock a padlock or a similar lock","","","","","","","","","","","","","","","","","","",""
"[3AB990EC4C4335311CD982AE0B5F9189]::B96BA7694930BEC908ACD699C8D2086A","Warehouse key","Ключ від складу","","","","","","","","","","","","","","","","","","",""
"[3B062F534351356422C5AD8A9A559F35]::88F29798418A0C4E969A2C942553E344","Would you like to know more?","Would you like to know more?","","","","","","","","","","","","","","","","","","",""
"[3B062F534351356422C5AD8A9A559F35]::CF868CE642B264FA941CD9A56516B5B9","[…]<lf>Join the royal fleet today!<lf><lf>Would you like to know more? Ask at your nearest recruiting office.","[…]<lf>Join the royal fleet today!<lf><lf>Would you like to know more? Ask at your nearest recruiting office.","","","","","","","","","","","","","","","","","","",""
"[3B171CFA4A40FFF5F6ACE282610F5218]::0A42EFB44258D89DFF8130BB4885CC0C","Jonathan's nameplate","Іменна табличка Джонатана","","","","","","","","","","","","","","","","","","",""
"[3B171CFA4A40FFF5F6ACE282610F5218]::16E8675A4D3FF29CA32CBFB03DC4EBBA","Dr. Reid","Dr. Reid","","","","","","","","","","","","","","","","","","",""
"[3B37400F445F7356E957DD8B7E82AAC2]::34F1297F4079F198BF07A4AB8F9E9943","Concerning the Brotherhood of Saint Paul’s Stole, I would advise our members to be very wary about these so-called scholars. Yes, indeed, most of them are always affable and respectful whenever they approach us, but it would be quite unwise for a discreet circle like the Ascalon Club to foolishly speak about our goals, our members, or our traditions.<lf><lf>I also would like to remind our fellow members that the Brotherhood itself is ancient enough to have some mysterious traditions. One of them, according to some informants, could be the ritual of the so-called “Ban of the Dragon”. <lf><lf>It seems that, in certain conditions, when the Brothers of Saint Paul find a violent or bloodthirsty immortal, they call upon him this Ban. What it is exactly? I don’t know. Does it really exist? I don’t know for sure either. But what I’ve established as facts, it is that whenever a hostile or vindictive vampire has threatened London, it disappeared without a trace after the Brotherhood pronounced a Ban upon him. The loyal Fergal Bansha himself has never been foolish enough to openly provoke the Brotherhood. This is a lesson we must all remember: never be considered a Dragon by the Brotherhood.<lf><lf>From “The law of Ascalon” by Lord Redgrave, founder<lf>","Concerning the Brotherhood of Saint Paul’s Stole, I would advise our members to be very wary about these so-called scholars. Yes, indeed, most of them are always affable and respectful whenever they approach us, but it would be quite unwise for a discreet circle like the Ascalon Club to foolishly speak about our goals, our members, or our traditions.<lf><lf>I also would like to remind our fellow members that the Brotherhood itself is ancient enough to have some mysterious traditions. One of them, according to some informants, could be the ritual of the so-called “Ban of the Dragon”. <lf><lf>It seems that, in certain conditions, when the Brothers of Saint Paul find a violent or bloodthirsty immortal, they call upon him this Ban. What it is exactly? I don’t know. Does it really exist? I don’t know for sure either. But what I’ve established as facts, it is that whenever a hostile or vindictive vampire has threatened London, it disappeared without a trace after the Brotherhood pronounced a Ban upon him. The loyal Fergal Bansha himself has never been foolish enough to openly provoke the Brotherhood. This is a lesson we must all remember: never be considered a Dragon by the Brotherhood.<lf><lf>From “The law of Ascalon” by Lord Redgrave, founder<lf>","","","","","","","","","","","","","","","","","","",""
"[3B37400F445F7356E957DD8B7E82AAC2]::10E308844EECF0AF16140C9BE4F6E7F9","The Ban of the Dragon","The Ban of the Dragon","","","","","","","","","","","","","","","","","","",""
"[3B37400F445F7356E957DD8B7E82AAC2]::CA1007734C68B72EFEFF2C910B1714A3","The Ban of the Dragon","The Ban of the Dragon","","","","","","","","","","","","","","","","","","",""
"[3C4BB63D4998DD8F23CD31BE9EEED30A]::015557CD424BD06E77CDD893B583E2E2","Poem","Поема","","","","","","","","","","","","","","","","","","",""
"[3C4BB63D4998DD8F23CD31BE9EEED30A]::455E98CC4D0694D8C802608765076C85","Camellia<lf><lf><lf>In silence, she walks<lf>Like the early queens of forgotten countries<lf>Where I sometimes travel<lf>Through my long sleepless nights<lf>In silence, she walks<lf>And her smiles speak for her<lf>The ancient tongue of the Pythia<lf>Heard only by the fools searching for their fate<lf>And I know her name<lf>Is as fragile as the flowers she gives<lf>And I know her voice<lf>Would nail my heart to the ground<lf>As she always passes by<lf>Without answering me","Camellia<lf><lf><lf>In silence, she walks<lf>Like the early queens of forgotten countries<lf>Where I sometimes travel<lf>Through my long sleepless nights<lf>In silence, she walks<lf>And her smiles speak for her<lf>The ancient tongue of the Pythia<lf>Heard only by the fools searching for their fate<lf>And I know her name<lf>Is as fragile as the flowers she gives<lf>And I know her voice<lf>Would nail my heart to the ground<lf>As she always passes by<lf>Without answering me","","","","","","","","","","","","","","","","","","",""
"[3CE1E2934EA6C6E33AA1D89DF51A6023]::333FB3AB4C1588D31871CBA4AA857FE6","Ascalon Club","Ascalon Club","","","","","","","","","","","","","","","","","","",""
"[3E96ED124BC3C3618A78BA85EB393572]::97B271CB4D9C75BA979E8CAA6CAD19D6","DISTRICT HEALTH","DISTRICT HEALTH","","","","","","","","","","","","","","","","","","",""
"[3E96ED124BC3C3618A78BA85EB393572]::42615D1B4C7F1DFFB443789D42E86E9C","However, the full consequences of your actions remain unsure, as you don’t know everything about Clay’s life. <cf><cf>The choice is yours.<cf><cf>Press [MenuValidate] to continue.","However, the full consequences of your actions remain unsure, as you don’t know everything about Clay’s life. <cf><cf>The choice is yours.<cf><cf>Press [MenuValidate] to continue.","","","","","","","","","","","","","","","","","","",""
"[3ED453C04C4D07B78427329849477814]::A6A1B55845BD0186607280997F84733E","Night Shelter's Vicinity","Night Shelter's Vicinity","","","","","","","","","","","","","","","","","","",""
"[3F988BCC4133E7B921F8FEB692C11341]::9BF8D12C42967C6D74D397AA07EC0BEB","Scrawls on paper","Scrawls on paper","","","","","","","","","","","","","","","","","","",""
"[3F988BCC4133E7B921F8FEB692C11341]::E3AED83446F245470072E39BE92EE748","Some scribbles and obscure scrawls written in blood on a sheet of paper","Some scribbles and obscure scrawls written in blood on a sheet of paper","","","","","","","","","","","","","","","","","","",""
"[3FB8731C47BB6A8E70C79B8402116324]::A63ADC7449C250AF8380AE9589B79951","Temple Sewers","Temple Sewers","","","","","","","","","","","","","","","","","","",""
"[3FC836534365E7C71FE7CC9599C979B1]::4123E2374C36A517E179DF915272C345","Eavesdrop","Eavesdrop","","","","","","","","","","","","","","","","","","",""
"[3FC836534365E7C71FE7CC9599C979B1]::5394EC564F12CBF27EB9B6B82E497A39","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[3FC836534365E7C71FE7CC9599C979B1]::8FEB57AF43DD3900D0F7359E3713EB64","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[3FC836534365E7C71FE7CC9599C979B1]::F4856A9247341FE3E71CC0AAEF061D5C","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[3FC836534365E7C71FE7CC9599C979B1]::B44B7D75414B0CB73A39028CD148DF28","Kimura","Кімура","","","","","","","","","","","","","","","","","","",""
"[40C81BAC4A99B58AEF122CA6149FEF01]::A0A706EB4815F0DACDFA719837166DFF","Holy symbols and Orichalcum","Holy symbols and Orichalcum","","","","","","","","","","","","","","","","","","",""
"[40C81BAC4A99B58AEF122CA6149FEF01]::A9F13BC344DC703B6176A8AC77B9BDE3","Holy symbols and Orichalcum","Holy symbols and Orichalcum","","","","","","","","","","","","","","","","","","",""
"[40C81BAC4A99B58AEF122CA6149FEF01]::912783D140DA7D566CEF1FB214F3B6D9","If you ever face a vampire, never forget that they fear holy symbols, as long as you have the faith. A cross, a Star of David, an olive branch even, can prove useful to repel these creatures from the pit. But you will not harm them for good. If you really want to hurt them, only one solution exists. Forget about wooden stakes or silver bullets, and find yourself the strongest weapon against vampires: Orichalcum. Do you think it’s a coincidence that Orichalcum was common in Atlantis, according to the legend and ancient writings? Atlantis was infested with vampires. And the place is now known as the Santorini Island. I’ll personally pay 10,000 pounds to the man who can provide me some real Orichalcum.<lf><lf>Clarence Crossley (For more information, please contact me directly)<lf>","If you ever face a vampire, never forget that they fear holy symbols, as long as you have the faith. A cross, a Star of David, an olive branch even, can prove useful to repel these creatures from the pit. But you will not harm them for good. If you really want to hurt them, only one solution exists. Forget about wooden stakes or silver bullets, and find yourself the strongest weapon against vampires: Orichalcum. Do you think it’s a coincidence that Orichalcum was common in Atlantis, according to the legend and ancient writings? Atlantis was infested with vampires. And the place is now known as the Santorini Island. I’ll personally pay 10,000 pounds to the man who can provide me some real Orichalcum.<lf><lf>Clarence Crossley (For more information, please contact me directly)<lf>","","","","","","","","","","","","","","","","","","",""
